Sector,Salary Group,Employment Group,Gender,Components,Year,Contents
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,187.64
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Pension including ATP in DKK per standard hour,2016,10.07
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Basic earnings in DKK per standard hour,2016,155.04
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Lower quartile, standardized earnings",2016,154.59
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Median, standardized hourly earnings",2016,180.18
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,"Upper quartile, standardized hourly earnings",2016,214.45
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,30084.85
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Mean of men and women,Number of fulltime employees in the earnings statistics,2016,10047.0
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED HOURLY EARNINGS,2016,189.71
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,Pension including ATP in DKK per standard hour,2016,9.09
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,Basic earnings in DKK per standard hour,2016,161.1
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,"Lower quartile, standardized earnings",2016,157.4
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,"Median, standardized hourly earnings",2016,184.08
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,"Upper quartile, standardized hourly earnings",2016,217.9
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,STANDARDIZED MONTHLY EARNINGS,2016,30416.68
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Men,Number of fulltime employees in the earnings statistics,2016,2866.0
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED HOURLY EARNINGS,2016,186.82
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,Fringe benefits in DKK per standard hour,2016,0.0
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,Pension including ATP in DKK per standard hour,2016,10.47
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,Basic earnings in DKK per standard hour,2016,152.62
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,"Lower quartile, standardized earnings",2016,153.71
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,"Median, standardized hourly earnings",2016,178.76
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,"Upper quartile, standardized hourly earnings",2016,213.57
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,STANDARDIZED MONTHLY EARNINGS,2016,29952.19
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Women,Number of fulltime employees in the earnings statistics,2016,7180.0
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED HOURLY EARNINGS,2016,367.77
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,Fringe benefits in DKK per standard hour,2016,0.41
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,Pension including ATP in DKK per standard hour,2016,55.31
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,Basic earnings in DKK per standard hour,2016,299.31
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,"Lower quartile, standardized earnings",2016,273.41
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,"Median, standardized hourly earnings",2016,320.35
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,"Upper quartile, standardized hourly earnings",2016,441.7
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,STANDARDIZED MONTHLY EARNINGS,2016,58963.81
Municipal and regional government total,Fixed salary-earners,General managers,Mean of men and women,Number of fulltime employees in the earnings statistics,2016,33654.0
Municipal and regional government total,Fixed salary-earners,General managers,Men,STANDARDIZED HOURLY EARNINGS,2016,417.45
Municipal and regional government total,Fixed salary-earners,General managers,Men,Fringe benefits in DKK per standard hour,2016,0.48
Municipal and regional government total,Fixed salary-earners,General managers,Men,Pension including ATP in DKK per standard hour,2016,63.39
Municipal and regional government total,Fixed salary-earners,General managers,Men,Basic earnings in DKK per standard hour,2016,333.65
Municipal and regional government total,Fixed salary-earners,General managers,Men,"Lower quartile, standardized earnings",2016,301.74
Municipal and regional government total,Fixed salary-earners,General managers,Men,"Median, standardized hourly earnings",2016,380.79
Municipal and regional government total,Fixed salary-earners,General managers,Men,"Upper quartile, standardized hourly earnings",2016,521.77
Municipal and regional government total,Fixed salary-earners,General managers,Men,STANDARDIZED MONTHLY EARNINGS,2016,66929.21
Municipal and regional government total,Fixed salary-earners,General managers,Men,Number of fulltime employees in the earnings statistics,2016,12489.0
